language_code,language_name,script_direction,metadata
mg,Malagasy,left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Madagascar, Africa""}"
mh,Marshallese,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Marshall Islands, Pacific"", ""alternate-names"": [""Ebon""]}"
mi,Maori,left-to-right,"{""region"": ""New Zealand, Pacific"", ""alternate-names"": [""New Zealand Maori""]}"
mk,Macedonian,left-to-right,"{""suppress-script"": ""Cyrl"", ""region"": ""North Macedonia, Europe"", ""alternate-names"": [""Macedonian Slavic"", ""Makedonski""]}"
ml,Malayalam,left-to-right,"{""suppress-script"": ""Mlym"", ""region"": ""India, Asia"", ""alternate-names"": [""Alealum"", ""Malayalani"", ""Malayali"", ""Malean"", ""Maliyad"", ""Mallealle"", ""Mopla"", ""Malayal"", ""Kasargod"", ""Moplah (Mapilla)""], ""is-gateway-language"": true}"
mn,Mongolian,left-to-right,"{""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Mongolia, Asia"", ""is-gateway-language"": true}"
mo,Moldavian,,"{""use-instead"": ""ro"", ""suppress-script"": ""Latn"", ""description"": ""Deprecated from 2008-11-22. Moldovan""}"
mr,Marathi,left-to-right,"{""suppress-script"": ""Deva"", ""region"": ""India, Asia"", ""alternate-names"": [""Maharashtra"", ""Maharathi"", ""Malhatee"", ""Marthi"", ""Muruthu"", ""Kosti"", ""Kudali"", ""Gawdi of Goa"", ""Nagpuri Marathi"", ""Kasargod""], ""is-gateway-language"": true}"
ms,Malay (macrolanguage),left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Malaysia, Asia"", ""is-gateway-language"": true}"
mt,Maltese,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Malta, Europe"", ""alternate-names"": [""Malti""]}"
my,Burmese,left-to-right,"{""suppress-script"": ""Mymr"", ""region"": ""Myanmar, Asia"", ""alternate-names"": [""Bama"", ""Bamachaka"", ""Myanmar"", ""Myen"", ""Yangon Burmese"", ""Mergui"", ""Mandalay Burmese"", ""Beik (Merguese)"", ""Bamar""], ""is-gateway-language"": true}"
na,Nauru,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Nauru, Pacific""}"
nb,Norwegian Bokmål,left-to-right,"{""macrolanguage"": ""no"", ""suppress-script"": ""Latn"", ""region"": ""Norway, Europe""}"
nd,North Ndebele,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Zimbabwe, Africa"", ""alternate-names"": [""Isinde'bele"", ""Northern Ndebele"", ""Sindebele"", ""Tabele"", ""Tebele""]}"
ne,Nepali (macrolanguage),left-to-right,"{""suppress-script"": ""Deva"", ""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Nepal, Asia"", ""is-gateway-language"": true}"
ng,Ndonga,left-to-right,"{""region"": ""Namibia, Africa"", ""alternate-names"": [""Ambo"", ""Ochindonga"", ""Oshindonga"", ""Osindonga"", ""Otjiwambo"", ""Owambo""]}"
nl,Dutch,left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""Flemish"", ""region"": ""Netherlands, Europe"", ""alternate-names"": [""Nederlands"", ""Vlaams"", ""Hollands"", ""Antwerps"", ""Northern North Hollandish (Westfries)""]}"
nn,Norwegian Nynorsk,left-to-right,"{""macrolanguage"": ""no"", ""suppress-script"": ""Latn"", ""region"": ""Sweden, Europe""}"
no,Norwegian,left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Norway, Europe"", ""alternate-names"": [""Riksm\u00e5l""]}"
nr,South Ndebele,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""South Africa, Africa"", ""alternate-names"": [""Ndzundza"", ""Nrebele"", ""Transvaal Ndebele""]}"
nv,Navajo,left-to-right,"{""description"": ""Navaho"", ""region"": ""United States, Americas"", ""alternate-names"": [""Navaho""]}"
ny,Nyanja,left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""Chewa. Chichewa"", ""region"": ""Malawi, Africa"", ""alternate-names"": [""Chewa"", ""Chinyanja"", ""Manganja (Waganga)"", ""Chewa (Cheva)"", ""Waganga"", ""Sheva"", ""Peta (Cipeta)"", ""Peta (Chipeta)"", ""Nyanja (Cinyanja)"", ""Ngoni (Cingoni)"", ""Maravi"", ""Marave"", ""Chewa (Cewa)"", ""Malawi"", ""Kunda"", ""Cipeta"", ""Angoni"", ""Chingoni (Ngoni)"", ""Manganja (Cimanganja)"", ""Cicewa""]}"
oc,Occitan (post 1500),left-to-right,"{""region"": ""France, Europe"", ""alternate-names"": [""Aran\u00e9s"", ""Aran\u00e9s Occit\u00e1n"", ""Aranese"", ""Arnais"", ""Gasc\u00f3n"", ""Occitani"", ""Proven\u00e7al"", ""Provenzale"", ""Auvergnat (Auverne)"", ""Proven\u00e7al (Alpine Proven\u00e7al)"", ""Mistralien"", ""Prouven\u00e7au"", ""Lengadoucian"", ""Languedocien (Langadoc)"", ""Auvernhas"", ""Languedoc"", ""Limousin (Lemosin)"", ""Aranese Occit\u00e1n""]}"
oj,Ojibwa,left-to-right,"{""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Canada, Americas""}"
om,Oromo,left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Ethiopia, Africa""}"
or,Oriya (macrolanguage),left-to-right,"{""suppress-script"": ""Orya"", ""description"": ""This represents a marco language. A more specific tag might be available. Odia (macrolanguage)"", ""region"": ""India, Asia"", ""is-gateway-language"": true}"
os,Ossetian,left-to-right,"{""description"": ""Ossetic"", ""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Osetin"", ""Ossete"", ""Digor (Digorian)"", ""Digoron"", ""Dogor"", ""Kudar (South Osetin)""]}"
pa,Panjabi,left-to-right,"{""suppress-script"": ""Guru"", ""description"": ""Punjabi"", ""region"": ""India, Asia"", ""alternate-names"": [""Eastern Punjabi"", ""Gurmukhi"", ""Gurumukhi"", ""Bhatti"", ""Bhatyiana (Bhatneri)""], ""is-gateway-language"": true}"
pi,Pali,left-to-right,"{""region"": ""India, Asia""}"
pl,Polish,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Poland, Europe"", ""alternate-names"": [""Polski"", ""Polnisch""]}"
ps,Pushto,right-to-left,"{""suppress-script"": ""Arab"", ""description"": ""This represents a marco language. A more specific tag might be available. Pashto"", ""region"": ""Afghanistan, Asia"", ""is-gateway-language"": true}"
pt,Portuguese,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Portugal, Europe"", ""alternate-names"": [""Portugu\u00eas"", ""Alentejan (Alentejano)"", ""Minhotan (Minhoto)"", ""Uruguayan Portuguese"", ""Transmontan (Transmontano)"", ""Portu\u00f1ol"", ""Portunhol"", ""Madeirese (Madeirense)"", ""Brazilian Portuguese"", ""Beiran (Beir\u00e3o)"", ""Algarvian (Algarvio)"", ""Azorean (A\u00e7oriano)""], ""is-gateway-language"": true}"
qu,Quechua,left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Peru, Americas""}"
rm,Romansh,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Switzerland, Europe"", ""alternate-names"": [""Rhaeto-Romance"", ""Rheto-Romance"", ""Romanche"", ""Romansh"", ""Rumantsch"", ""Puter (Upper Engadine)"", ""Surmiran (Albula)"", ""Sursilvan (Surselva)"", ""Sutsilvan (Hinterrhein)"", ""Vallader (Lower Engadine)"", ""Vorderrhein""]}"
rn,Rundi,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Burundi, Africa"", ""alternate-names"": [""Urundi"", ""Ikinyabweru"", ""Ikiyogoma"", ""Ikiragane"", ""Ikibo"", ""Igisoni"", ""Ikirundi"", ""Ikimoso (Urumoso)""]}"
ro,Romanian,left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""Moldavian. Moldovan"", ""region"": ""Romania, Europe"", ""alternate-names"": [""Daco-Romanian"", ""Rumanian"", ""Moldavan"", ""Roumanian"", ""Daco-Rumanian"", ""Muntenian (Muntean)"", ""Muntenian (Walachian)"", ""Oltenia-Lesser Wallachia (Oltean)"", ""Walachian"", ""Boyash Romanian""]}"
ru,Russian,left-to-right,"{""suppress-script"": ""Cyrl"", ""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Eluosi"", ""Olossu"", ""Russ"", ""Russki"", ""Russit""], ""is-gateway-language"": true}"
rw,Kinyarwanda,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Ruanda"", ""Ikinyarwanda"", ""Orunyarwanda"", ""Rwandan"", ""Urunyaruanda"", ""Runyarwanda"", ""Shobyo"", ""Ululera"", ""Tshiga"", ""Rutwa (Twa)"", ""Ndogo"", ""Ndara"", ""Mulenge (Kinyamulenge)"", ""Kiga"", ""Ikinyanduga"", ""Ikigoyi"", ""Igikiga (Igishiru)"", ""Bwisha (Kinyabwisha)"", ""Hutu (Hera)"", ""Gitwa"", ""Lera"", ""Tshogo""]}"
sa,Sanskrit,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Deva Bhasha"", ""Deva vani"", ""Sanskrit bhasha""]}"
sc,Sardinian,left-to-right,"{""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Italy, Europe""}"
sd,Sindhi,left-to-right,"{""region"": ""Pakistan, Asia"", ""alternate-names"": [""Vicholo (Central Sindhi)"", ""Vicholi"", ""Sindhi Musalmani (Muslim Sindhi)"", ""Shikari Bhil"", ""Dukslinu (Hindu Sindhi)"", ""Katiawari Kachi""]}"
se,Northern Sami,left-to-right,"{""region"": ""Norway, Europe"", ""alternate-names"": [""Davvin"", ""Northern Lapp"", ""Saame"", ""Same"", ""Lapp"", ""Northern Saami"", ""Saami"", ""S\u00e1megiella"", ""Samic"", ""Northern Lappish"", ""Norwegian Lapp"", ""Norwegian Saami""]}"
sg,Sango,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Central African Republic, Africa"", ""alternate-names"": [""Sangho""]}"
sh,Serbo-Croatian,,"{""description"": ""This represents a marco language. A more specific tag might be available. sr, hr, bs are preferred for most modern uses""}"
si,Sinhala,left-to-right,"{""suppress-script"": ""Sinh"", ""description"": ""Sinhalese"", ""region"": ""Sri Lanka, Asia"", ""alternate-names"": [""Cingalese"", ""Singhala"", ""Singhalese"", ""Chingalese""]}"
sk,Slovak,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Slovakia, Europe"", ""alternate-names"": [""Slovakian"", ""Slovencina""]}"
sl,Slovenian,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Slovenia, Europe"", ""alternate-names"": [""Windisch"", ""Slovenscina""]}"
sm,Samoan,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Samoa, Pacific"", ""alternate-names"": [""Gagana Samoa""]}"
sn,Shona,left-to-right,"{""region"": ""Zimbabwe, Africa"", ""alternate-names"": [""Chishona"", ""Zezuru"", ""Swina"", ""Mazizuru"", ""Vazezuru"", ""Wakorikori"", ""Zezuru (Bazezuru)"", ""Shangwe"", ""Northern Shona"", ""Korikori"", ""Korekore (Goba)"", ""Karanga (Chikaranga)"", ""Gowa"", ""Gova"", ""Bazuzura"", ""Wazezuru"", ""Makorekore""]}"
so,Somali,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Somalia, Africa"", ""alternate-names"": [""Common Somali"", ""Standard Somali"", ""Af-Maxaad Tiri"", ""Af-Soomaali"", ""Soomaaliga"", ""Wardei"", ""Af-Ashraaf (Ashraaf)"", ""Issa""]}"
sq,Albanian,,"{""suppress-script"": ""Latn"", ""description"": ""This represents a marco language. A more specific tag might be available. ""}"
sr,Serbian,left-to-right,"{""macrolanguage"": ""sh"", ""description"": ""see cnr for Montenegrin"", ""region"": ""Serbia, Europe"", ""alternate-names"": [""Montenegrin"", ""Bosnian"", ""Shtokavski (Stokavian)"", ""Torlakian""]}"
ss,Swati,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Eswatini, eSwatini, Swaziland, Africa"", ""alternate-names"": [""Sephuthi"", ""Siswati"", ""Siswazi"", ""Swazi"", ""Tekela"", ""Tekeza"", ""Isiswazi"", ""Thithiza"", ""Yeyeza"", ""Phuthi (Sephuthi)""]}"
st,Southern Sotho,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Lesotho, Africa"", ""alternate-names"": [""Sisutho"", ""Souto"", ""Suthu"", ""Suto""]}"
su,Sundanese,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Priangan"", ""Sundanese"", ""Bogor (Krawang)""]}"
sv,Swedish,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Sweden, Europe"", ""alternate-names"": [""Ruotsi"", ""Svenska"", ""Eastern Swedish (Estonian Swedish)"", ""Standard Swedish"", ""Southern Swedish"", ""Southern Swedish (Scanian)"", ""Scanian (Eastern Danish)"", ""Sk\u00e5nska"", ""Sk\u00e5ne"", ""Uusimaa Swedish (Nyland Swedish)"", ""\u00d6sterbotten (Ostrobothnian)"", ""Northern Swedish (Norrland)"", ""Jamska"", ""Gutniska (Gotlandic)"", ""Gutnic"", ""Finland Swedish"", ""Gutamal"", ""Dalecarlian"", ""\u00c5land Islands Swedish""]}"
sw,Swahili (macrolanguage),left-to-right,"{""suppress-script"": ""Latn"", ""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""United Republic of Tanzania, Africa"", ""is-gateway-language"": true}"
ta,Tamil,left-to-right,"{""suppress-script"": ""Taml"", ""region"": ""India, Asia"", ""alternate-names"": [""Damulian"", ""Tamal"", ""Tamalsan"", ""Tambul"", ""Tamili"", ""Madurai""], ""is-gateway-language"": true}"
te,Telugu,left-to-right,"{""suppress-script"": ""Telu"", ""region"": ""India, Asia"", ""alternate-names"": [""Andhra"", ""Gentoo"", ""Tailangi"", ""Telangire"", ""Telegu"", ""Telgi"", ""Tengu"", ""Terangi"", ""Tolangan"", ""Vishakhapatnam"", ""Yanadi (Yenadi)""], ""is-gateway-language"": true}"
tg,Tajik,left-to-right,"{""region"": ""Tajikistan, Asia"", ""alternate-names"": [""Galcha"", ""Tadzhik"", ""Tajik"", ""Tajiki Persian"", ""Tojiki""]}"
th,Thai,left-to-right,"{""suppress-script"": ""Thai"", ""region"": ""Thailand, Asia"", ""alternate-names"": [""Central Tai"", ""Siamese"", ""Standard Thai"", ""Thaiklang"", ""Thaikorat"", ""Thai Norkor Raja (Siam Nokor)"", ""Thai Koh Kong"", ""Khorat Thai (Korat)"", ""Siam Trang""], ""is-gateway-language"": true}"
ti,Tigrinya,left-to-right,"{""suppress-script"": ""Ethi"", ""region"": ""Ethiopia, Africa"", ""alternate-names"": [""Habashi"", ""Tigray"", ""Falashas""]}"
tk,Turkmen,right-to-left,"{""region"": ""Turkmenistan, Asia"", ""alternate-names"": [""Turkman"", ""Turkmencha"", ""Turkmeni"", ""Torkomani"", ""Trukhmen"", ""Trukhmeny"", ""Turkmani"", ""Turkmanian"", ""Turkmenler"", ""Turkomans"", ""\u00c4rsare (Arsariy)"", ""Bayat"", ""Esari (Esary)"", ""Goklen (Goklan)"", ""Nokhurli (Nohur)"", ""Shirik"", ""Teke (Taka)"", ""Teke (Tekke)"", ""Xatap"", ""Yomud (Yomut)""]}"
tl,Tagalog,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Philippines, Asia"", ""alternate-names"": [""Puray""], ""is-gateway-language"": true}"
tn,Tswana,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Botswana, Africa"", ""alternate-names"": [""Beetjuans"", ""Chuana"", ""Coana"", ""Cuana"", ""Sechuana"", ""Setswana"", ""Tsiwaha"", ""Chwana"", ""Tshwana"", ""Thlaping (Tlapi)"", ""Sehurutshe"", ""Ngwatu (Mangwato)"", ""Tlahaping (Tlapi)"", ""Ngwatu (Ngwato)""]}"
to,Tonga (Tonga Islands),left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Tonga, Pacific"", ""alternate-names"": [""Tonga""]}"
tr,Turkish,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Turkey, Asia"", ""alternate-names"": [""Osmanli"", ""Turki"", ""Anatolian"", ""T\u00fcrk\u00e7e"", ""T\u00fcrkisch""], ""is-gateway-language"": true}"
ts,Tsonga,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""South Africa, Africa"", ""alternate-names"": [""Shitsonga"", ""Thonga"", ""Tonga"", ""Xitsonga"", ""Xichangana"", ""Shangaan"", ""Shangana"", ""Luleke (Xiluleke)"", ""Shilanganu"", ""N'walungu (Shingwalungu)"", ""Nhlanganu (Shihlanganu)"", ""Ngwalungu (Shingwalungu)"", ""Langanu"", ""Jonga (Dzonga)"", ""Jonga (Djonga)"", ""Hlanganu"", ""Hanganu"", ""Gwamba (Gwapa)"", ""Dzonga"", ""Bila (Vila)"", ""Changana (Changa)""]}"
tt,Tatar,left-to-right,"{""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Tartar"", ""Tata'er"", ""Eastern Tatar (Siberian Tatar)"", ""Middle Tatar (Kazan)"", ""Western Tatar (Misher)""]}"
tw,Twi,left-to-right,"{""macrolanguage"": ""ak"", ""region"": ""Togo, Africa""}"
ty,Tahitian,left-to-right,"{""region"": ""French Polynesia, Pacific""}"
ug,Uighur,left-to-right,"{""description"": ""Uyghur"", ""region"": ""China, Asia"", ""alternate-names"": [""Uighuir"", ""Uighur"", ""Uiguir"", ""Uigur"", ""Uygur"", ""Weiwu'er"", ""Wiga"", ""Novouygur"", ""Hotan (Hetian)"", ""Kashgar-Yarkand"", ""Kashgar-Yarkand (Yarkandi)"", ""Lop (Luobu)"", ""Taranchi (Kulja)"", ""Uighor"", ""Uyghuri"", ""Wighor""]}"
uk,Ukrainian,left-to-right,"{""suppress-script"": ""Cyrl"", ""region"": ""Ukraine, Europe""}"
ur,Urdu,right-to-left,"{""suppress-script"": ""Arab"", ""region"": ""Pakistan, Asia"", ""alternate-names"": [""Islami"", ""Undri"", ""Urudu"", ""Bihari"", ""Desia"", ""Rekhta (Rekhti)"", ""Mirgan"", ""Dakkhini"", ""Dakhini (Dakani)"", ""Deccan""], ""is-gateway-language"": true}"
uz,Uzbek,left-to-right,"{""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Uzbekistan, Asia""}"
ve,Venda,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""South Africa, Africa"", ""alternate-names"": [""Chivenda"", ""Cevenda"", ""Tshivenda"", ""Ilafuri"", ""Mbedzi"", ""Lembetu"", ""Guvhu"", ""Manda""]}"
vi,Vietnamese,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""Viet Nam, Asia"", ""alternate-names"": [""Annamese"", ""Ching"", ""Gin"", ""Jing"", ""Kinh"", ""Viet"", ""Central Vietnamese (Hue)"", ""Northern Vietnamese (Hanoi)"", ""Southern Vietnamese""], ""is-gateway-language"": true}"
vo,Volapük,left-to-right,{}
wa,Walloon,left-to-right,"{""region"": ""Belgium, Europe"", ""alternate-names"": [""Wallon"", ""Western Walloon"", ""Southern Walloon"", ""Central Walloon"", ""Eastern Walloon""]}"
wo,Wolof,left-to-right,"{""region"": ""Senegal, Africa"", ""alternate-names"": [""Ouolof"", ""Volof"", ""Walaf"", ""Yallof"", ""Waro-Waro"", ""Dyolof (Djolof)"", ""Jolof"", ""Lebou (Lebu)""]}"
xh,Xhosa,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""South Africa, Africa"", ""alternate-names"": [""Isixhosa"", ""Koosa"", ""Xosa"", ""Cauzuh""]}"
yi,Yiddish,right-to-left,"{""suppress-script"": ""Hebr"", ""description"": ""This represents a marco language. A more specific tag might be available. ""}"
yo,Yoruba,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Ede-Yoruba"", ""Yariba"", ""Yooba"", ""\u00c0o"", ""Bunu (Bini)"", ""Igbonna""]}"
za,Zhuang,left-to-right,"{""description"": ""This represents a marco language. A more specific tag might be available. Chuang"", ""region"": ""China, Asia""}"
zh,Chinese,left-to-right,"{""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""China, Asia"", ""is-gateway-language"": true}"
zu,Zulu,left-to-right,"{""suppress-script"": ""Latn"", ""region"": ""South Africa, Africa"", ""alternate-names"": [""Isizulu"", ""Kingoni"", ""Ngoni"", ""Zunda""]}"
aaa,Ghotuo,left-to-right,"{""region"": ""Nigeria, Africa""}"
aab,Alumu-Tesu,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Alumu"", ""Arum-Chessu"", ""Arum-Tesu""]}"
aac,Ari,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Serea""]}"
aad,Amal,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Alai""]}"
aae,Arbëreshë Albanian,left-to-right,"{""macrolanguage"": ""sq"", ""region"": ""Italy, Europe"", ""alternate-names"": [""Arb\u00ebresh\u00eb"", ""Molise Albanian""]}"
aaf,Aranadan,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Aranatan"", ""Eranadans""]}"
aag,Ambrak,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
aah,Abu' Arapesh,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Ua""]}"
aai,Arifama-Miniafia,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Miniafia-Arifama""]}"
aak,Ankave,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Angave""]}"
aal,Afade,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Afadeh"", ""Affade"", ""Afada"", ""Kotoko"", ""Mogari""]}"
aam,Aramanik,,"{""use-instead"": ""aas"", ""description"": ""Deprecated from 2015-02-12. ""}"
